"노선","기종점","순번","정류장명","X7","X8","X9","X17","X18","X19"
507,"시흥동차고지(기점가상) - 시흥동차고지(가상)",18,"독산3동주민센터",1.42485822306238,1.55671077504726,1.01228733459357,0.44234404536862,0.425330812854442,0.48062381852552
741,"진관공영차고지 - 진관공영차고지",17,"안산초등학교",1.17423913043478,1.38195652173913,1.0470652173913,0.351847826086956,0.322173913043478,0.182282608695652
140,"도봉산역광역환승센터 - 도봉산역광역환승센터",25,"명륜3가.성대입구",1.03478260869565,1.32621118012422,0.950310559006211,0.511055900621118,0.47304347826087,0.342111801242236
463,"대흥교통(기점가상) - 도로교통공단서울지부.코트라",85,"역삼역6번출구",1.18380809595202,1.28455772113943,1.14182908545727,0.516341829085457,0.818590704647676,0.587706146926537
421,"대흥교통(기점가상) - 도로교통공단서울지부.코트라",16,"한남대교전망카페",0.487536231884058,0.521159420289855,0.361449275362319,0.92463768115942,1.26507246376812,0.958260869565217
