"X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X0","X1","X2","X3"
0.161772247360483,0.188163650075415,0.226632730015083,0.485429864253394,0.596923076923077,0.427552790346908,0.333536953242836,0.325343137254902,0.347714932126697,0.375878582202112,0.381896681749623,0.430592006033182,0.4888197586727,0.542115384615385,0.626014328808446,0.450207390648567,0.343744343891403,0.341904223227753,0.337854449472097,0.201432880844646,0.102070135746606,0.0268438914027149,2.26244343891403e-05,0
